35,29,26,22,21,21,18,17,16,out
41,40,34,33,32,31,29,19,18,out
36,35,35,30,29,28,24,21,18,out
34,33,31,29,23,20,20,19,17,out
33,33,29,27,22,20,20,17,16,out
33,26,25,22,20,19,18,17,8,out
31,31,26,24,21,20,17,17,14,out
35,34,33,32,23,19,17,16,8,out
39,36,30,26,26,24,22,20,20,out
38,36,31,31,22,21,19,18,15,out
38,36,31,27,26,23,22,16,12,out
36,36,30,29,26,25,25,25,21,out
30,27,25,23,22,20,20,20,16,out
22,18,12,0,0,0,0,0,0,in
10,7,0,0,0,0,0,0,0,in
40,26,22,20,0,0,0,0,0,out
8,0,0,0,0,0,0,0,0,in
12,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
15,14,0,0,0,0,0,0,0,in
12,10,0,0,0,0,0,0,0,in
14,10,3,3,3,2,2,0,0,in
5,0,0,0,0,0,0,0,0,in
9,0,0,0,0,0,0,0,0,in
16,15,13,11,8,4,3,4,0,in
27,26,25,25,24,21,19,14,0,out
26,24,21,18,17,16,8,7,0,out
29,27,24,20,20,18,17,0,0,out
28,26,22,21,16,15,12,10,0,out
31,27,26,17,16,15,8,0,0,out
37,34,26,21,17,15,5,0,0,out
36,32,30,22,20,19,19,17,15,out
36,33,32,22,19,19,18,17,14,out
35,34,30,30,29,28,26,19,0,out
42,38,36,36,35,34,33,24,0,out
35,31,27,27,25,25,23,20,20,out
35,32,29,28,27,26,25,22,20,out
29,29,29,28,27,25,23,19,17,out
40,36,34,33,28,28,23,18,15,out
14,9,4,4,4,0,0,0,0,in
14,9,8,8,0,0,0,0,0,in
17,15,13,6,0,0,0,0,0,in
23,18,12,5,4,0,0,0,0,in
18,8,0,0,0,0,0,0,0,in
29,28,23,21,19,19,17,17,17,out
33,31,28,27,26,26,24,19,18,out
20,18,16,10,0,0,0,0,0,in
12,4,0,0,0,0,0,0,0,in
17,17,8,8,8,0,0,0,0,in
19,18,0,0,0,0,0,0,0,in
38,38,36,33,30,30,29,28,25,out
35,35,34,33,30,29,28,27,27,out
29,25,24,22,21,19,18,15,9,out
30,30,29,27,26,23,16,0,0,out
34,33,31,28,27,15,13,0,0,out
28,25,25,25,20,18,15,12,0,out
36,31,29,25,25,16,14,0,0,out
34,33,30,28,27,17,16,12,0,out
33,31,24,23,23,23,21,20,15,out
33,32,32,27,26,21,20,18,16,out
37,29,26,25,24,21,19,17,17,out
33,27,27,25,23,21,21,18,16,out
34,33,27,24,21,21,20,19,17,out
36,30,24,23,21,21,20,17,15,out
25,20,16,10,8,5,0,0,0,in
33,32,31,26,15,15,15,15,0,out
35,34,33,32,28,26,18,17,9,out
31,29,27,24,23,21,18,17,16,out
32,29,27,26,25,24,22,20,20,out
37,30,30,26,22,21,19,17,16,out
34,33,23,23,22,22,18,18,16,out
28,27,20,18,17,17,16,14,7,out
34,34,33,33,32,31,31,22,20,out
33,32,32,27,24,24,23,20,17,out
39,38,35,35,24,19,18,0,0,out
41,36,31,30,29,20,16,15,0,out
34,30,26,22,21,19,18,16,3,out
39,38,32,26,21,21,20,8,0,out
36,35,35,35,26,26,26,22,11,out
32,23,22,19,17,16,3,0,0,out
18,9,8,7,5,5,0,0,0,in
19,18,13,0,0,0,0,0,0,in
14,0,0,0,0,0,0,0,0,in
14,0,0,0,0,0,0,0,0,in
8,0,0,0,0,0,0,0,0,in
33,18,17,8,4,0,0,0,0,in
20,20,18,17,14,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
37,34,30,27,24,20,17,16,16,out
37,34,29,23,22,21,20,18,18,out
33,33,32,32,29,28,26,20,14,out
34,34,34,31,31,29,28,25,20,out
40,37,36,30,25,25,24,20,18,out
36,36,33,33,27,24,19,16,15,out
35,32,31,30,30,19,16,9,0,out
28,27,27,25,24,15,15,0,0,out
37,35,33,33,31,30,19,15,15,out
33,33,31,30,28,28,21,19,14,out
36,34,32,29,27,23,19,17,6,out
34,33,30,27,24,23,20,7,0,out
42,33,31,26,25,22,21,18,18,out
32,31,31,30,28,20,19,18,12,out
38,37,36,32,31,20,18,17,11,out
37,35,33,30,28,25,18,17,17,out
35,34,32,31,30,26,19,17,15,out
35,34,30,30,30,28,27,17,12,out
36,30,30,28,28,27,24,16,13,out
36,30,29,26,22,20,19,15,1,out
35,33,30,28,25,25,22,19,14,out
32,30,27,21,21,20,19,19,16,out
28,28,21,19,12,11,0,0,0,out
16,12,12,7,0,0,0,0,0,in
16,10,0,0,0,0,0,0,0,in
14,12,0,0,0,0,0,0,0,in
14,14,9,0,0,0,0,0,0,in
9,0,0,0,0,0,0,0,0,in
7,0,0,0,0,0,0,0,0,in
13,0,0,0,0,0,0,0,0,in
8,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
16,0,0,0,0,0,0,0,0,in
27,25,20,17,17,17,17,17,0,in
24,21,18,18,17,17,14,0,0,in
31,28,26,24,23,20,19,17,16,in
16,14,13,13,12,0,0,0,0,in
15,14,9,8,0,0,0,0,0,in
8,0,0,0,0,0,0,0,0,in
14,7,0,0,0,0,0,0,0,in
13,0,0,0,0,0,0,0,0,in
18,15,13,0,0,0,0,0,0,in
27,26,21,0,0,0,0,0,0,in
25,24,18,15,0,0,0,0,0,in
10,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
13,0,0,0,0,0,0,0,0,in
16,15,15,0,0,0,0,0,0,in
15,14,14,11,0,0,0,0,0,in
14,13,7,0,0,0,0,0,0,in
14,9,8,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
34,34,34,32,32,26,22,17,0,out
33,32,30,27,26,22,21,16,14,out
34,34,34,32,31,31,19,16,14,out
35,33,33,30,28,25,24,17,17,out
34,33,32,24,24,24,22,19,18,out
40,32,30,27,26,23,22,20,16,out
37,37,36,35,34,25,23,23,13,out
39,37,33,33,31,24,20,16,0,out
39,37,37,33,31,24,20,16,0,out
41,40,37,37,35,28,25,21,11,out
39,38,37,37,33,20,20,19,12,out
40,38,37,35,32,19,18,16,15,out
28,23,16,16,16,15,14,13,0,out
23,20,20,18,18,16,16,15,15,out
21,21,19,18,18,18,16,13,0,out
16,9,8,7,0,0,0,0,0,in
8,0,0,0,0,0,0,0,0,in
7,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
13,0,0,0,0,0,0,0,0,in
9,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
17,12,0,0,0,0,0,0,0,in
18,15,14,11,0,0,0,0,0,in
18,16,16,0,0,0,0,0,0,in
17,16,8,0,0,0,0,0,0,in
17,16,12,0,0,0,0,0,0,in
17,15,9,0,0,0,0,0,0,in
16,14,12,10,0,0,0,0,0,in
12,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
27,23,15,13,12,0,0,0,0,in
28,22,11,0,0,0,0,0,0,in
28,21,11,9,8,0,0,0,0,in
28,20,0,0,0,0,0,0,0,in
28,19,12,0,0,0,0,0,0,in
28,19,9,7,0,0,0,0,0,in
28,18,14,12,11,0,0,0,0,in
12,0,0,0,0,0,0,0,0,in
14,11,0,0,0,0,0,0,0,in
14,8,0,0,0,0,0,0,0,in
8,0,0,0,0,0,0,0,0,in
9,7,0,0,0,0,0,0,0,in
17,16,12,0,0,0,0,0,0,in
12,9,7,0,0,0,0,0,0,in
14,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
16,8,0,0,0,0,0,0,0,in
14,11,8,0,0,0,0,0,0,in
12,10,0,0,0,0,0,0,0,in
9,8,0,0,0,0,0,0,0,in
18,9,7,0,0,0,0,0,0,in
12,9,7,0,0,0,0,0,0,in
14,14,9,8,8,0,0,0,0,in
13,12,7,0,0,0,0,0,0,in
8,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
0,0,0,0,0,0,0,0,0,in
13,0,0,0,0,0,0,0,0,in
37,34,33,32,32,29,23,17,0,out
37,35,33,33,31,31,28,18,10,out
37,37,35,33,32,30,22,21,0,out
39,35,34,32,32,30,24,19,0,out
40,39,37,35,35,34,33,22,0,out
